model,optimizer,n,bins,bin_type,reps,usable,convergence_rate,classical_conv_rate,symbolic_conv_rate,median_time_classical,median_time_symbolic,speedup,mse_class,mse_symbolic,rmse_class,rmse_symbolic,relative_rmse,rmse_mean_ratio,rmse_sd_ratio,boundary_hit_rate
normal,L-BFGS-B,1095,10,EW,1000,1000,1,1,1,0.0035000000000006064,8.000000000000303e-4,4.375000000000592,0.03409399955148687,0.035807596631567164,0.18464560528614504,0.1892289529421097,1.024822403159078,1.0145516452390473,1.045006374472172,0
normal,L-BFGS-B,1095,10,QU,1000,1000,1,1,1,0.0035000000000006064,9.333333333321055e-4,3.750000000005583,0.03409399955148687,0.040490310962973106,0.18464560528614504,0.20122204392902163,1.089774347010253,1.0205964000025445,1.2160561318832095,0
normal,L-BFGS-B,1095,50,EW,1000,1000,1,1,1,0.0035000000000006064,8.499999999997954e-4,4.117647058825234,0.03409399955148687,0.03408117180614135,0.18464560528614504,0.1846108658940241,0.9998118590904609,0.9990209869564572,1.0013874159240717,0
normal,L-BFGS-B,1095,50,QU,1000,1000,1,1,1,0.0035000000000006064,0.0012000000000000454,2.9166666666670618,0.03409399955148687,0.03535800444829706,0.18464560528614504,0.18803724218435308,1.0183683597178068,1.0037226397395753,1.0469681117471452,0
normal,L-BFGS-B,1095,100,EW,1000,1000,1,1,1,0.0035000000000006064,7.000000000005002e-4,4.999999999997293,0.03409399955148687,0.034154956910720236,0.18464560528614504,0.18481059739831002,1.0008935610024907,1.000633926484161,1.0014112101073391,0
normal,L-BFGS-B,1095,100,QU,1000,1000,1,1,1,0.0035000000000006064,0.0016000000000000606,2.187500000000296,0.03409399955148687,0.03507833705257221,0.18464560528614504,0.1872921168991696,1.0143329250047586,1.0027526682231143,1.0370440527125446,0
normal,L-BFGS-B,3650,10,EW,1000,1000,1,1,1,0.0029333333333321815,7.666666666636957e-4,3.8260869565350637,0.009987553254905652,0.010673736850280457,0.09993774689728427,0.10331377860808527,1.0337813470446844,1.0333308227559062,1.0346399507727528,0
normal,L-BFGS-B,3650,10,QU,1000,1000,1,1,1,0.0029333333333321815,8.999999999995604e-4,3.2592592592595713,0.009987553254905652,0.011527056957044063,0.09993774689728427,0.10736413254455168,1.07431011682603,1.0296020078830492,1.1547804322428008,0
normal,L-BFGS-B,3650,50,EW,1000,1000,1,1,1,0.0029333333333321815,7.666666666674853e-4,3.8260869565161517,0.009987553254905652,0.010015113575939753,0.09993774689728427,0.10007553934873273,1.0013787828495881,1.0026534486567114,0.9989434934186431,0
normal,L-BFGS-B,3650,50,QU,1000,1000,1,1,1,0.0029333333333321815,0.0011333333333330604,2.588235294117254,0.009987553254905652,0.010260423832159247,0.09993774689728427,0.10129375021273151,1.0135684799542355,1.0051011471462166,1.0295226296223945,0
normal,L-BFGS-B,3650,100,EW,1000,1000,1,1,1,0.0029333333333321815,5.999999999990753e-4,4.8888888888945035,0.009987553254905652,0.00998822317973281,0.09993774689728427,0.09994109855176102,1.0000335374228537,1.0000334116343403,1.0000337773008556,0
normal,L-BFGS-B,3650,100,QU,1000,1000,1,1,1,0.0029333333333321815,0.0013666666666684554,2.146341463410982,0.009987553254905652,0.0100499449982837,0.09993774689728427,0.10024941395481422,1.0031186120080362,0.9991792705201229,1.0105883533390558,0
shifted_gamma,BFGS,365,10,EW,1000,1000,1,1,1,0.007233333333336607,0.0029833333333347885,2.424581005586507,0.12231817730666124,0.12483608301422294,0.34974015684027654,0.35332150092263415,1.0102400139426744,1.0070400515203863,1.0144164048306663,0
shifted_gamma,BFGS,365,10,QU,1000,1000,1,1,1,0.007233333333336607,0.002799999999994422,2.583333333339649,0.12231817730666124,0.15885518991918285,0.34974015684027654,0.398566418453917,1.1396072502933627,1.0806317750789416,1.2125278639293815,0
shifted_gamma,BFGS,365,50,EW,1000,1000,1,1,1,0.007233333333336607,0.004933333333330362,1.4662162162177628,0.12231817730666124,0.12180799004773175,0.34974015684027654,0.349010014251356,0.9979123284111354,0.9995446682503227,0.9957700621681224,0
shifted_gamma,BFGS,365,50,QU,1000,1000,1,1,1,0.007233333333336607,0.006866666666663453,1.0533980582533968,0.12231817730666124,0.1288602370819375,0.34974015684027654,0.3589710811220557,1.0263936642711429,1.0155539806170646,1.0404218304139294,0
shifted_gamma,BFGS,365,100,EW,1000,1000,1,1,1,0.007233333333336607,0.007699999999999818,0.9393939393943868,0.12231817730666124,0.12103996043658566,0.34974015684027654,0.3479079769660156,0.9947613111093283,0.9997723744126071,0.9881588258482786,0
shifted_gamma,BFGS,365,100,QU,1000,1000,1,1,1,0.007233333333336607,0.012183333333333242,0.5937072503422705,0.12231817730666124,0.12731227455735797,0.34974015684027654,0.3568084563983286,1.020210145789121,1.01095622007745,1.0322064476958255,0
shifted_gamma,BFGS,1095,10,EW,1000,1000,1,1,1,0.015433333333324603,0.003100000000002486,4.978494623649105,0.04183077252167336,0.0437325736818847,0.20452572581871786,0.2091233456166114,1.0224794205202754,1.0208556566892646,1.0245483037176548,0
shifted_gamma,BFGS,1095,10,QU,1000,1000,1,1,1,0.015433333333324603,0.0027000000000043656,5.716049382703574,0.04183077252167336,0.054420853965039595,0.20452572581871786,0.2332827768289798,1.1406035885957488,1.0644637438666296,1.2309674833743083,0
shifted_gamma,BFGS,1095,50,EW,1000,1000,1,1,1,0.015433333333324603,0.0042666666666718814,3.6171874999935327,0.04183077252167336,0.04164631758393158,0.20452572581871786,0.2040742942752261,0.9977927884539478,0.9992495421260544,0.9959302475960364,0
shifted_gamma,BFGS,1095,50,QU,1000,1000,1,1,1,0.015433333333324603,0.005566666666663877,2.77245508982018,0.04183077252167336,0.0439921597792029,0.20452572581871786,0.20974308040839607,1.0255095273163954,1.0095149347789514,1.045570097008883,0
shifted_gamma,BFGS,1095,100,EW,1000,1000,1,1,1,0.015433333333324603,0.006366666666660119,2.42408376963463,0.04183077252167336,0.04152179521150892,0.20452572581871786,0.20376897509559427,0.9962999729247051,0.9999739786680524,0.991590581986215,0
shifted_gamma,BFGS,1095,100,QU,1000,1000,1,1,1,0.015433333333324603,0.008800000000004122,1.7537878787860652,0.04183077252167336,0.042941409554909854,0.20452572581871786,0.20722309126858873,1.0131883920180371,1.005182934526754,1.0233158197855448,0
shifted_gamma,BFGS,3650,10,EW,1000,1000,1,1,1,0.048533333333337696,0.0032833333333276947,14.781725888351588,0.012011438926829748,0.01276346579966982,0.10959671038324895,0.11297550973405616,1.0308293865663658,1.0156353188689917,1.050880387402942,0
shifted_gamma,BFGS,3650,10,QU,1000,999,0.999,1,0.999,0.048533333333337696,0.002599999999999151,18.666666666674438,0.011992639228390283,0.01584146154911586,0.10951090917525196,0.1258628680315043,1.1493180814532737,1.0660182604874315,1.2524640310817312,0
shifted_gamma,BFGS,3650,50,EW,1000,1000,1,1,1,0.048533333333337696,0.004366666666677095,11.114503816768348,0.012011438926829748,0.012029163666652977,0.10959671038324895,0.10967754404003117,1.0007375555023463,1.0027754015561607,0.9979954341667568,0
shifted_gamma,BFGS,3650,50,QU,1000,1000,1,1,1,0.048533333333337696,0.005633333333344126,8.615384615368884,0.012011438926829748,0.012688446261336384,0.10959671038324895,0.1126430036058005,1.0277954804655993,1.0069093889896217,1.055182940062809,0
shifted_gamma,BFGS,3650,100,EW,1000,1000,1,1,1,0.048533333333337696,0.006633333333320479,7.3165829145877,0.012011438926829748,0.012019909177339657,0.10959671038324895,0.10963534638673632,1.0003525288610604,1.0011636740375491,0.9992626224636201,0
shifted_gamma,BFGS,3650,100,QU,1000,1000,1,1,1,0.048533333333337696,0.008933333333334303,5.432835820895421,0.012011438926829748,0.012478939929303644,0.10959671038324895,0.11170917567193683,1.0192748968586813,1.0050020034675256,1.0381261792385,0
shifted_gamma,L-BFGS-B,365,10,EW,1000,1000,1,1,1,0.009666666666665455,0.004766666666667637,2.027972027971361,0.12232039371669969,0.12487622850812198,0.3497433254784138,0.35337830791960334,1.0103932860940725,1.0070893809660917,1.0147046538682074,0
